Date,EUR
2017-06-26,1.1182
2017-06-23,1.1194
2017-06-22,1.1152
2017-06-21,1.1168
2017-06-20,1.1134
2017-06-19,1.1149
2017-06-16,1.1198
2017-06-15,1.1145
2017-06-14,1.1218
2017-06-13,1.1211
2017-06-12,1.1203
2017-06-09,1.1195
2017-06-08,1.1214
2017-06-07,1.1257
2017-06-06,1.1277
2017-06-05,1.1254
2017-06-02,1.1279
2017-06-01,1.1213
2017-05-31,1.1244
2017-05-30,1.1186
2017-05-29,1.1164
2017-05-26,1.1183
2017-05-25,1.121
2017-05-24,1.1219
2017-05-23,1.1183
2017-05-22,1.1237
2017-05-19,1.1206
2017-05-18,1.1103
2017-05-17,1.1159
2017-05-16,1.1083
2017-05-15,1.0975
2017-05-12,1.0931
2017-05-11,1.0861
2017-05-10,1.0868
2017-05-09,1.0874
2017-05-08,1.0924
2017-05-05,1.0998
2017-05-04,1.0985
2017-05-03,1.0886
2017-05-02,1.093
2017-05-01,1.0899
2017-04-28,1.0895
2017-04-27,1.0873
2017-04-26,1.0904
2017-04-25,1.0926
2017-04-24,1.0868
2017-04-21,1.0728
2017-04-20,1.0717
2017-04-19,1.0711
2017-04-18,1.073
2017-04-17,1.0643
2017-04-14,1.0618
2017-04-13,1.0613
2017-04-12,1.0665
2017-04-11,1.0605
2017-04-10,1.0596
2017-04-07,1.0591
2017-04-06,1.0644
2017-04-05,1.0663
2017-04-04,1.0674
2017-04-03,1.067
2017-03-31,1.0652
2017-03-30,1.0674
2017-03-29,1.0766
2017-03-28,1.0814
2017-03-27,1.0864
2017-03-24,1.0798
2017-03-23,1.0783
2017-03-22,1.0797
2017-03-21,1.0811
2017-03-20,1.0739
2017-03-17,1.0738
2017-03-16,1.0766
2017-03-15,1.0734
2017-03-14,1.0604
2017-03-13,1.0653
2017-03-10,1.0673
2017-03-09,1.0577
2017-03-08,1.0541
2017-03-07,1.0566
2017-03-06,1.0582
2017-03-03,1.0622
2017-03-02,1.0507
2017-03-01,1.0547
2017-02-28,1.0576
2017-02-27,1.0587
2017-02-24,1.0563
2017-02-23,1.0582
2017-02-22,1.0558
2017-02-21,1.0536
2017-02-20,1.0614
2017-02-17,1.0616
2017-02-16,1.0674
2017-02-15,1.0601
2017-02-14,1.0578
2017-02-13,1.0598
2017-02-10,1.0643
2017-02-09,1.0655
2017-02-08,1.0698
2017-02-07,1.0683
2017-02-06,1.075
2017-02-03,1.0783
2017-02-02,1.0759
2017-02-01,1.0769
2017-01-31,1.0798
2017-01-30,1.0695
2017-01-27,1.0699
2017-01-26,1.0682
2017-01-25,1.0748
2017-01-24,1.0731
2017-01-23,1.0765
2017-01-20,1.0703
2017-01-19,1.0664
2017-01-18,1.063
2017-01-17,1.0713
2017-01-16,1.0601
2017-01-13,1.0643
2017-01-12,1.0613
2017-01-11,1.0582
2017-01-10,1.0554
2017-01-09,1.0574
2017-01-06,1.0532
2017-01-05,1.0607
2017-01-04,1.0489
2017-01-03,1.0405
2017-01-02,1.0455
2016-12-30,1.0517
